Ward_No,WardName,zone_name,year,month,max_rainfall_3day_mm,avg_monsoon_rainfall_mm,drain_density_km_per_km2,depression_area_fraction,mean_slope_percent,impervious_surface_fraction,drain_condition_score,drain_capacity_proxy,mean_elevation_m,area_km2,yamuna_backflow_risk,water_body_fraction
139,NARAINA,Karolbagh,2026,9,129.2,143.2,2.66,0.095,0.33,0.84,5,70.5,200.2,23.59,0.5,0.091
139,NARAINA,Karolbagh,2026,10,140.8,143.2,2.66,0.095,0.33,0.84,5,70.5,200.2,23.59,0.5,0.091
139,NARAINA,Karolbagh,2026,11,13.5,0.0,2.66,0.095,0.33,0.84,5,70.5,200.2,23.59,0.5,0.091
139,NARAINA,Karolbagh,2026,12,11.0,0.0,2.66,0.095,0.33,0.84,5,70.5,200.2,23.59,0.5,0.091
140,INDER PURI,Karolbagh,2026,1,34.1,0.0,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,2,31.3,0.0,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,3,7.9,0.0,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,4,24.8,0.0,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,5,24.3,0.0,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,6,18.6,0.0,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,7,193.6,143.7,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,8,50.7,143.7,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,9,138.4,143.7,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,10,86.9,143.7,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,11,31.0,0.0,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
140,INDER PURI,Karolbagh,2026,12,6.5,0.0,3.57,0.121,1.03,0.78,2,103.4,237.3,6.65,0.0,0.025
141,RAJINDER NAGAR,Karolbagh,2026,1,33.0,0.0,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,2,26.8,0.0,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,3,30.5,0.0,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,4,17.5,0.0,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,5,22.7,0.0,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,6,25.5,0.0,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,7,218.0,188.6,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,8,149.9,188.6,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,9,88.1,188.6,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,10,150.0,188.6,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,11,33.7,0.0,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
141,RAJINDER NAGAR,Karolbagh,2026,12,35.0,0.0,2.82,0.128,0.47,0.8,5,113.7,214.4,26.38,0.8,0.037
142,DARYAGANJ,Central Zone,2026,1,31.4,0.0,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,2,27.4,0.0,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,3,9.0,0.0,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,4,30.6,0.0,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,5,11.2,0.0,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,6,39.9,0.0,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,7,190.0,143.5,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,8,108.5,143.5,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,9,122.5,143.5,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,10,94.1,143.5,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,11,31.8,0.0,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
142,DARYAGANJ,Central Zone,2026,12,18.3,0.0,3.29,0.064,1.11,0.83,1,28.7,232.4,23.45,0.8,0.149
143,SIDHARTHA NAGAR,Central Zone,2026,1,6.6,0.0,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,2,22.1,0.0,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,3,19.6,0.0,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,4,34.0,0.0,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,5,21.3,0.0,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,6,15.3,0.0,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,7,181.7,174.6,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,8,195.3,174.6,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,9,121.5,174.6,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,10,163.5,174.6,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,11,7.1,0.0,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
143,SIDHARTHA NAGAR,Central Zone,2026,12,23.5,0.0,1.15,0.038,0.86,0.31,2,19.8,229.9,22.94,0.8,0.046
144,LAJPAT NAGAR,Central Zone,2026,1,32.8,0.0,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,2,19.5,0.0,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,3,17.2,0.0,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,4,13.2,0.0,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,5,21.0,0.0,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,6,29.0,0.0,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,7,176.1,173.5,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,8,182.4,173.5,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,9,113.7,173.5,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,10,180.0,173.5,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,11,5.2,0.0,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
144,LAJPAT NAGAR,Central Zone,2026,12,21.7,0.0,3.18,0.1,0.75,0.32,4,81.2,227.6,16.16,0.0,0.098
145,ANDREWS GANJ,Central Zone,2026,1,15.0,0.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,2,25.6,0.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,3,29.6,0.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,4,7.7,0.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,5,24.5,0.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,6,14.7,0.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,7,154.9,172.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,8,160.2,172.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,9,204.8,172.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,10,119.8,172.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,11,23.8,0.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
145,ANDREWS GANJ,Central Zone,2026,12,14.4,0.0,3.7,0.082,1.36,0.68,4,141.9,217.7,10.97,0.0,0.065
146,AMAR COLONY,Central Zone,2026,1,39.1,0.0,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,2,29.9,0.0,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,3,12.1,0.0,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,4,34.6,0.0,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,5,14.8,0.0,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,6,32.8,0.0,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,7,133.1,225.1,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,8,174.4,225.1,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,9,114.8,225.1,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,10,109.0,225.1,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,11,34.4,0.0,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
146,AMAR COLONY,Central Zone,2026,12,6.2,0.0,3.88,0.057,0.31,0.33,2,48.6,217.0,16.37,0.0,0.14
147,KOTLA MUBARAKPUR,Central Zone,2026,1,10.2,0.0,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,2,32.0,0.0,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,3,13.0,0.0,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,4,36.2,0.0,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,5,35.2,0.0,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,6,17.7,0.0,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,7,115.6,150.5,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,8,169.3,150.5,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,9,65.4,150.5,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,10,63.8,150.5,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,11,9.8,0.0,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
147,KOTLA MUBARAKPUR,Central Zone,2026,12,24.7,0.0,1.19,0.076,1.33,0.69,5,66.9,195.3,13.35,0.0,0.121
148,HAUZ KHAS,South Zone,2026,1,5.0,0.0,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,2,14.7,0.0,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,3,32.3,0.0,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,4,25.3,0.0,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,5,39.2,0.0,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,6,34.0,0.0,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,7,219.7,259.5,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,8,150.0,259.5,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,9,84.8,259.5,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,10,135.6,259.5,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,11,29.9,0.0,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
148,HAUZ KHAS,South Zone,2026,12,32.1,0.0,1.38,0.104,0.23,0.47,2,34.9,238.5,11.16,0.2,0.084
149,MALVIYA NAGAR,South Zone,2026,1,22.7,0.0,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,2,27.5,0.0,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,3,21.2,0.0,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,4,38.3,0.0,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,5,16.7,0.0,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,6,23.5,0.0,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,7,62.8,191.1,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,8,194.9,191.1,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,9,120.3,191.1,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,10,169.1,191.1,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,11,28.9,0.0,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
149,MALVIYA NAGAR,South Zone,2026,12,28.7,0.0,1.29,0.051,1.77,0.6,4,61.5,212.9,2.3,0.0,0.127
150,GREEN PARK,South Zone,2026,1,25.9,0.0,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,2,30.4,0.0,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,3,35.0,0.0,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,4,15.6,0.0,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,5,12.7,0.0,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,6,28.5,0.0,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,7,205.5,185.2,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,8,109.2,185.2,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,9,96.3,185.2,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,10,88.4,185.2,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,11,13.9,0.0,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
150,GREEN PARK,South Zone,2026,12,9.7,0.0,3.47,0.101,1.93,0.47,5,90.7,217.5,23.61,0.0,0.105
151,MUNIRKA,South Zone,2026,1,10.5,0.0,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,2,19.1,0.0,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,3,35.5,0.0,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,4,6.0,0.0,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,5,23.6,0.0,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,6,35.5,0.0,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,7,70.7,152.3,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,8,217.0,152.3,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,9,52.1,152.3,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,10,200.6,152.3,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,11,17.4,0.0,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
151,MUNIRKA,South Zone,2026,12,9.6,0.0,1.17,0.1,0.35,0.47,4,47.3,207.2,25.07,0.0,0.054
152,R.K. PURAM,South Zone,2026,1,6.8,0.0,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,2,13.0,0.0,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,3,9.2,0.0,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,4,13.7,0.0,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,5,32.9,0.0,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,6,9.6,0.0,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,7,219.0,138.4,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,8,105.6,138.4,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,9,206.7,138.4,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,10,82.3,138.4,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,11,11.6,0.0,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
152,R.K. PURAM,South Zone,2026,12,24.8,0.0,3.77,0.133,1.35,0.72,4,76.8,225.1,10.18,0.0,0.014
153,VASANT VIHAR,South Zone,2026,1,25.5,0.0,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,2,5.5,0.0,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,3,5.7,0.0,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,4,26.4,0.0,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,5,5.8,0.0,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,6,39.8,0.0,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,7,81.2,153.2,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,8,170.8,153.2,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,9,76.4,153.2,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,10,141.8,153.2,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,11,7.8,0.0,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
153,VASANT VIHAR,South Zone,2026,12,31.8,0.0,1.36,0.077,1.46,0.78,2,18.7,217.4,12.05,0.5,0.048
154,LADO SARAI,South Zone,2026,1,35.0,0.0,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,2,18.3,0.0,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,3,27.5,0.0,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,4,25.0,0.0,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,5,23.4,0.0,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,6,27.6,0.0,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,7,141.4,219.8,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,8,161.3,219.8,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,9,204.3,219.8,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,10,218.9,219.8,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,11,29.8,0.0,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
154,LADO SARAI,South Zone,2026,12,37.5,0.0,3.75,0.13,1.18,0.35,2,86.0,200.0,25.52,0.8,0.107
155,MEHRAULI,South Zone,2026,1,16.6,0.0,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,2,29.3,0.0,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,3,39.6,0.0,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,4,22.9,0.0,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,5,20.0,0.0,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,6,15.0,0.0,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,7,131.1,229.5,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,8,198.4,229.5,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,9,57.2,229.5,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,10,216.2,229.5,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,11,39.8,0.0,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
155,MEHRAULI,South Zone,2026,12,25.9,0.0,1.86,0.141,0.33,0.48,3,40.9,239.8,1.63,0.2,0.13
156,VASANT KUNJ,South Zone,2026,1,14.2,0.0,2.32,0.056,0.29,0.43,5,103.8,228.0,15.69,0.0,0.094
156,VASANT KUNJ,South Zone,2026,2,26.0,0.0,2.32,0.056,0.29,0.43,5,103.8,228.0,15.69,0.0,0.094
156,VASANT KUNJ,South Zone,2026,3,22.5,0.0,2.32,0.056,0.29,0.43,5,103.8,228.0,15.69,0.0,0.094
156,VASANT KUNJ,South Zone,2026,4,26.8,0.0,2.32,0.056,0.29,0.43,5,103.8,228.0,15.69,0.0,0.094
156,VASANT KUNJ,South Zone,2026,5,9.8,0.0,2.32,0.056,0.29,0.43,5,103.8,228.0,15.69,0.0,0.094
